0,98,1
17,120,2
36,143,2
66,163,2
99,185,2
121,215,2
144,235,2
164,255,2
186,283,2
216,307,2
236,335,2
256,356,2
284,381,2
308,404,2
336,427,2
357,454,2
382,472,2
405,491,2
428,520,2
455,542,2
473,565,2
492,590,2
521,609,2
543,635,2
566,656,2
591,672,2
610,692,2
636,714,2
657,736,2
673,763,2
693,786,2
715,808,3
737,837,3
764,867,3
787,885,3
809,907,4
838,931,4
868,951,4
886,968,4
908,993,4
932,1011,4
952,1032,4
969,1051,4
994,1075,4
1012,1103,4
1033,1122,4
1052,1143,4
1076,1162,4
1104,1185,4
1123,1209,4
1144,1237,4
1163,1255,4
1186,1285,5
1210,1302,5
1238,1327,5
1256,1345,5
1286,1376,5
1303,1395,5
1328,1427,5
1346,1449,5
1377,1472,6
1396,1492,6
1428,1510,6
1450,1530,6
1473,1560,6
1493,1579,6
1511,1600,6
1531,1616,6
1561,1642,6
1580,1663,6
1601,1682,6
1617,1702,6
1643,1731,7
1664,1751,7
1683,1784,7
1703,1802,7
1732,1819,7
1752,1841,7
1785,1868,7
1803,1891,7
1820,1916,7
1842,1946,7
1869,1964,7
1892,1982,7
1917,2003,7
1947,2021,7
1965,2042,7
1983,2062,7
2004,2093,7
2022,2116,7
2043,2138,7
2063,2159,7
2094,2178,8
2117,2210,8
2139,2227,8
2160,2251,8
2179,2267,8
2211,2290,8
2228,2315,8
2252,2338,8
2268,2371,8
2291,2389,8
2316,2412,8
2339,2438,8
2372,2470,8
2390,2491,8
2413,2510,8
2439,2537,9
2471,2561,9
2492,2592,9
2511,2630,9
2538,2665,9
2562,2701,9
2593,2726,9
2631,2755,9
2666,2782,9
2702,2803,9
2727,2819,9
2756,2847,9
2783,2872,9
2804,2901,10
2820,2923,10
2848,2950,10
2873,2983,10
2902,2998,10
2924,3019,10
2951,3042,10
2984,3063,10
2999,3099,10
3020,3121,10
3043,3150,10
3064,3168,10
3100,3203,10
3122,3223,10
3151,3244,10
3169,3264,10
3204,3286,10
3224,3305,10
3245,3333,10
3265,3352,10
3287,3373,10
3306,3396,10
3334,3421,10
3353,3444,10
3374,3475,11
3397,3511,11
3422,3534,11
3445,3557,11
3476,3575,11
3512,3600,11
3535,3620,11
3558,3646,11
3576,3664,11
3601,3687,12
3621,3707,12
3647,3729,12
3665,3754,12
3688,3774,12
3708,3794,12
3730,3815,12
3755,3844,12
3775,3873,12
