0,80
4,91
7,94
12,99
15,104
21,110
26,114
32,119
36,122
45,126
49,132
55,135
64,139
67,149
72,153
77,157
81,161
92,164
95,168
100,171
105,180
111,183
115,186
120,197
123,202
127,212
133,221
136,225
140,231
150,240
154,244
158,248
162,257
165,261
169,265
172,272
181,275
184,279
187,287
198,292
203,296
213,303
222,306
226,310
232,315
241,323
245,327
249,331
258,338
262,348
266,352
273,362
276,367
280,372
288,378
293,383
297,389
304,392
307,402
311,406
316,411
324,416
328,420
332,425
339,431
349,435
353,438
363,442
368,448
373,453
379,458
384,464
390,467
393,470
403,477
407,483
412,487
417,495
421,499
426,504
432,510
436,514
439,517
443,526
449,529
454,533
459,539
465,542
468,548
471,552
478,559
484,565
488,570
496,575
500,579
505,581
511,587
515,594
518,597
527,607
530,611
534,614
540,619
543,628
549,638
553,642
560,649
566,652
571,655
576,659
580,665
582,668
588,671
595,675
598,678
608,684
612,688
615,693
620,697
629,707
639,711
643,715
650,720
653,724
656,737
660,745
666,748
669,753
672,761
676,764
679,769
685,776
689,780
694,785
698,794
708,800
712,805
716,810
721,815
725,819
738,825
746,829
749,835
754,838
762,842
765,848
770,853
777,859
781,870
786,874
795,877
801,882
806,887
811,893
816,897
820,905
826,908
830,912
836,919
839,923
843,927
849,932
854,940
860,942
871,947
875,952
878,957
883,961
888,965
894,968
898,973
906,977
909,982
913,989
920,994
924,999
928,1003
933,1006
941,1009
943,1014
948,1018
953,1026
958,1030
962,1033
966,1038
969,1042
974,1047
978,1054
983,1059
990,1068
995,1071
1000,1074
1004,1080
1007,1084
1010,1088
1015,1091
1019,1095
1027,1098
1031,1106
1034,1113
1039,1115
1043,1119
1048,1124
1055,1129
1060,1141
1069,1146
1072,1153
1075,1159
1081,1162
1085,1171
1089,1174
1092,1178
1096,1184
1099,1191
1107,1197
1114,1203
1116,1208
1120,1214
1125,1219
1130,1224
1142,1230
1147,1235
1154,1241
1160,1244
1163,1249
1172,1253
1175,1255
1179,1264
1185,1267
1192,1272
1198,1277
1204,1281
1209,1284
1215,1288
1220,1296
1225,1303
1231,1309
1236,1319
1242,1324
1245,1329
1250,1333
1254,1339
1256,1348
1265,1352
1268,1357
1273,1362
1278,1368
1282,1373
1285,1378
1289,1381
1297,1386
1304,1390
1310,1394
1320,1396
1325,1401
1330,1409
1334,1413
1340,1418
1349,1423
1353,1427
1358,1432
1363,1443
1369,1448
1374,1452
1379,1456
1382,1463
1387,1470
1391,1473
1395,1481
1397,1485
1402,1490
1410,1495
1414,1500
1419,1503
1424,1510
1428,1522
1433,1525
1444,1532
1449,1537
1453,1541
1457,1545
1464,1551
1471,1555
1474,1558
1482,1562
1486,1568
1491,1571
1496,1582
1501,1588
1504,1592
1511,1602
1523,1607
1526,1610
1533,1617
1538,1624
1542,1629
1546,1634
1552,1640
1556,1645
1559,1650
1563,1655
1569,1658
1572,1666
1583,1670
1589,1675
1593,1678
1603,1682
1608,1686
1611,1696
1618,1700
1625,1703
1630,1709
1635,1712
1641,1717
1646,1721
1651,1726
1656,1729
1659,1734
1667,1736
1671,1741
1676,1745
1679,1749
1683,1754
1687,1759
1697,1763
1701,1770
1704,1777
1710,1780
1713,1785
1718,1788
1722,1791
1727,1797
1730,1799
1735,1804
1737,1809
1742,1813
1746,1822
1750,1825
1755,1829
1760,1835
1764,1840
1771,1843
1778,1854
1781,1858
1786,1862
1789,1872
1792,1876
1798,1879
1800,1885
1805,1889
1810,1899
1814,1905
1823,1909
1826,1914
1830,1919
