0,223,1
105,319,2
224,435,2
320,552,3
436,651,4
553,769,5
652,874,5
770,990,6
875,1104,7
991,1219,9
1105,1325,9
1220,1442,10
1326,1542,10
1443,1657,12
1543,1756,12
1658,1859,13
1757,1966,14
1860,2082,15
1967,2189,16
2083,2295,17
2190,2400,17
2296,2510,18
2401,2615,18
2511,2722,19
2616,2829,20
2723,2938,21
2830,3050,22
2939,3160,23
3051,3256,24
3161,3373,25
3257,3473,25
3374,3577,26
3474,3686,27
3578,3790,28
3687,3899,29
3791,4017,30
3900,4125,31
4018,4246,32
4126,4362,32
4247,4476,33
4363,4527,34
