0,207,1
97,303,1
208,405,2
304,500,3
406,604,3
501,720,4
605,814,4
721,904,5
815,1000,7
905,1100,7
1001,1221,8
1101,1319,8
1222,1411,9
1320,1535,9
1412,1638,10
1536,1742,11
1639,1858,12
1743,1975,13
1859,2087,14
1976,2201,15
2088,2305,16
2202,2416,17
2306,2526,18
2417,2639,18
2527,2741,19
2640,2845,20
2742,2952,21
2846,3043,22
2953,3144,22
3044,3242,23
3145,3345,24
3243,3460,24
3346,3572,25
3461,3660,26
3573,3762,27
3661,3849,28
3763,3947,28
3850,4039,29
3948,4143,29
4040,4247,30
4144,4351,31
4248,4456,32
4352,4570,33
4457,4613,34
