0,84
6,92
10,96
15,100
19,108
23,115
29,119
32,124
36,130
46,135
50,139
53,142
64,149
71,153
75,157
79,161
85,164
93,171
97,175
101,180
109,186
116,190
120,193
125,197
131,203
136,208
140,213
143,219
150,222
154,225
158,232
162,235
165,239
172,247
176,251
181,257
187,260
191,268
194,271
198,275
204,281
209,284
214,290
220,294
223,301
226,304
233,307
236,311
240,314
248,320
252,326
258,331
261,333
269,339
272,346
276,349
282,359
285,363
291,366
295,375
302,378
305,388
308,393
312,403
315,407
321,411
327,417
332,421
334,426
340,430
347,437
350,440
360,443
364,447
367,453
376,457
379,463
389,468
394,473
404,478
408,482
412,494
418,501
422,513
427,517
431,523
438,527
441,531
444,536
448,542
454,545
458,549
464,558
469,564
474,568
479,571
483,577
495,582
502,587
514,592
518,596
524,601
528,606
532,612
537,620
543,627
546,631
550,636
559,641
565,647
569,650
572,654
578,660
583,664
588,669
593,678
597,686
602,691
607,695
613,701
621,707
628,711
632,715
637,722
642,726
648,734
651,737
655,742
661,746
665,751
670,759
679,761
687,766
692,771
696,774
702,778
708,782
712,785
716,790
723,794
727,799
735,804
738,808
743,816
747,820
752,831
760,834
762,839
767,842
772,846
775,849
779,854
783,860
786,864
791,867
795,870
800,875
805,879
809,887
817,891
821,896
832,901
835,906
840,910
843,917
847,921
850,924
855,929
861,939
865,942
868,949
871,952
876,957
880,960
888,964
892,973
897,980
902,982
907,986
911,991
918,996
922,1008
925,1013
930,1020
940,1026
943,1029
950,1038
953,1049
958,1053
961,1059
965,1066
974,1071
981,1076
983,1081
987,1085
992,1090
997,1095
1009,1101
1014,1104
1021,1111
1027,1114
1030,1118
1039,1120
1050,1129
1054,1132
1060,1137
1067,1141
1072,1147
1077,1157
1082,1161
1086,1164
1091,1168
1096,1176
1102,1181
1105,1186
1112,1190
1115,1196
1119,1205
1121,1208
1130,1215
1133,1219
1138,1224
1142,1230
1148,1234
1158,1239
1162,1244
1165,1250
1169,1254
1177,1259
1182,1264
1187,1270
1191,1274
1197,1283
1206,1286
1209,1291
1216,1295
1220,1302
1225,1306
1231,1309
1235,1316
1240,1320
1245,1323
1251,1329
1255,1342
1260,1349
1265,1354
1271,1358
1275,1362
1284,1368
1287,1372
1292,1375
1296,1386
1303,1393
1307,1398
1310,1403
1317,1410
1321,1414
1324,1424
1330,1428
1343,1438
1350,1443
1355,1448
1359,1453
1363,1459
1369,1464
1373,1469
1376,1474
1387,1477
1394,1480
1399,1484
1404,1492
1411,1497
1415,1502
1425,1509
1429,1513
1439,1517
1444,1527
1449,1531
1454,1534
1460,1542
1465,1548
1470,1552
1475,1555
1478,1559
1481,1570
1485,1574
1493,1580
1498,1585
1503,1591
1510,1594
1514,1597
1518,1602
1528,1606
1532,1612
1535,1616
1543,1622
1549,1628
1553,1633
1556,1637
1560,1639
1571,1643
1575,1651
1581,1653
1586,1661
1592,1664
1595,1671
1598,1678
1603,1683
1607,1687
1613,1699
1617,1702
1623,1708
1629,1711
1634,1715
1638,1719
1640,1722
1644,1725
1652,1729
1654,1737
1662,1740
1665,1744
1672,1751
1679,1755
1684,1762
1688,1769
1700,1775
1703,1778
1709,1782
1712,1796
1716,1802
1720,1804
1723,1810
1726,1814
1730,1818
1738,1827
1741,1832
1745,1835
1752,1846
1756,1850
1763,1853
1770,1858
1776,1863
1779,1867
1783,1869
1797,1875
1803,1881
1805,1886
1811,1896
1815,1900
1819,1910
1828,1916
1833,1921
1836,1927
1847,1931
1851,1935
1854,1939
1859,1943
1864,1953
1868,1958
1870,1965
1876,1969
1882,1974
1887,1979
1897,1983
1901,1989
1911,1993
1917,1999
1922,2002
1928,2005
1932,2009
1936,2014
1940,2019
1944,2025
1954,2029
1959,2034
1966,2039
1970,2045
1975,2049
