0,195,1
92,289,1
196,412,1
290,519,2
413,610,2
520,714,4
611,817,4
715,916,5
818,1020,6
917,1113,6
1021,1215,7
1114,1308,8
1216,1410,8
1309,1520,9
1411,1612,10
1521,1705,11
1613,1803,12
1706,1914,12
1804,2006,13
1915,2110,13
2007,2214,14
2111,2319,15
2215,2419,15
2320,2507,16
2420,2608,16
2508,2709,17
2609,2810,18
2710,2910,19
2811,3012,19
2911,3128,20
3013,3235,21
3129,3290,22
