0,209,1
102,310,2
210,419,3
311,518,4
420,629,5
519,740,6
630,826,6
741,933,7
827,1036,8
934,1134,8
1037,1242,9
1135,1335,9
1243,1433,10
1336,1528,11
1434,1624,12
1529,1718,12
1625,1812,13
1719,1913,14
1813,2017,15
1914,2134,16
2018,2241,17
2135,2339,18
2242,2442,19
2340,2548,20
2443,2653,21
2549,2757,21
2654,2864,22
2758,2976,22
2865,3069,23
2977,3189,24
3070,3281,25
3190,3384,25
3282,3481,26
3385,3581,27
3482,3695,28
3582,3813,28
3696,3917,30
3814,4030,31
3918,4134,32
4031,4232,32
4135,4346,33
4233,4444,34
4347,4547,35
4445,4657,36
4548,4755,37
4658,4864,38
4756,4969,38
4865,5072,39
4970,5177,39
5073,5283,40
5178,5396,41
5284,5495,42
5397,5603,43
5496,5698,44
5604,5791,44
5699,5897,44
5792,6003,45
5898,6106,47
6004,6209,47
6107,6256,49
