0,202,1
105,315,2
203,431,3
316,529,3
432,638,5
530,737,6
639,842,7
738,947,8
843,1038,9
948,1141,10
1039,1249,12
1142,1357,13
1250,1456,13
1358,1562,15
1457,1675,15
1563,1763,17
1676,1862,17
1764,1970,18
1863,2061,19
1971,2168,20
2062,2258,21
2169,2346,22
2259,2434,23
2347,2540,24
2435,2643,25
2541,2736,26
2644,2830,26
2737,2926,27
2831,3023,28
2927,3125,29
3024,3224,30
3126,3333,31
3225,3439,31
3334,3545,33
3440,3644,34
3546,3764,35
3645,3855,35
3765,3967,36
3856,4066,37
3968,4163,38
4067,4275,39
4164,4382,39
4276,4482,40
4383,4576,41
4483,4683,42
4577,4787,43
4684,4884,44
4788,4979,45
4885,5089,46
4980,5193,47
5090,5299,47
5194,5410,48
5300,5512,50
5411,5612,51
5513,5718,51
5613,5822,52
5719,5929,53
5823,6024,54
5930,6122,55
6025,6229,55
6123,6344,56
6230,6443,57
6345,6558,58
6444,6672,59
6559,6765,60
6673,6880,61
6766,6983,62
6881,7083,63
6984,7186,63
7084,7300,64
7187,7415,64
7301,7514,65
7416,7620,66
7515,7724,67
7621,7826,69
7725,7933,70
7827,8023,71
7934,8127,72
8024,8228,73
8128,8335,74
8229,8364,75
