0,252
4,256
10,261
16,264
21,268
27,274
29,278
33,284
37,289
40,293
44,296
49,302
52,316
59,319
63,323
65,328
72,331
78,335
83,341
87,345
90,348
94,354
101,358
105,364
109,370
116,374
119,380
123,383
128,387
134,393
139,401
144,409
149,415
153,419
160,427
163,430
170,434
174,440
189,444
193,449
200,463
203,469
211,472
215,478
222,482
226,488
233,492
236,500
246,505
250,512
253,516
257,520
262,525
265,528
269,532
275,539
279,543
285,546
290,552
294,558
297,562
303,568
317,573
320,577
324,581
329,584
332,588
336,595
342,599
346,604
349,608
355,615
359,618
365,622
371,627
375,633
381,636
384,641
388,645
394,653
402,657
410,671
416,677
420,680
428,684
431,691
435,694
441,698
445,705
450,709
464,722
470,726
473,733
479,736
483,740
489,747
493,751
501,756
506,761
513,767
517,773
521,778
526,782
529,788
533,792
540,796
544,804
547,810
553,814
559,819
563,824
569,828
574,833
578,837
582,841
585,846
589,850
596,854
600,860
605,865
609,869
616,873
619,881
623,891
628,895
634,897
637,904
642,910
646,916
654,921
658,927
672,931
678,935
681,939
685,943
692,947
695,952
699,958
706,964
710,970
723,976
727,981
734,987
737,991
741,996
748,1006
752,1010
757,1014
762,1019
768,1025
774,1029
779,1035
783,1040
789,1044
793,1048
797,1052
805,1056
811,1064
815,1070
820,1076
825,1081
829,1084
834,1088
838,1093
842,1096
847,1100
851,1105
855,1109
861,1113
866,1120
870,1126
874,1132
882,1136
892,1140
896,1145
898,1148
905,1152
911,1166
917,1171
922,1176
928,1182
932,1186
936,1191
940,1195
944,1203
948,1206
953,1210
959,1213
965,1218
971,1228
977,1232
982,1236
988,1242
992,1248
997,1251
1007,1256
1011,1259
1015,1263
1020,1273
1026,1276
1030,1280
1036,1286
1041,1289
1045,1293
1049,1300
1053,1306
1057,1310
1065,1315
1071,1319
1077,1322
1082,1327
1085,1331
1089,1337
1094,1343
1097,1346
1101,1348
1106,1353
1110,1356
1114,1363
1121,1369
1127,1375
1133,1381
1137,1385
1141,1388
1146,1395
1149,1398
1153,1402
1167,1410
1172,1413
1177,1416
1183,1422
1187,1426
1192,1435
1196,1441
1204,1445
1207,1449
1211,1454
1214,1460
1219,1463
1229,1473
1233,1477
1237,1480
1243,1486
1249,1491
1252,1494
1257,1499
1260,1502
1264,1507
1274,1512
1277,1517
1281,1521
1287,1526
1290,1532
1294,1536
1301,1540
1307,1545
1311,1551
1316,1555
1320,1562
1323,1567
1328,1570
1332,1578
1338,1582
1344,1590
1347,1593
1349,1597
1354,1605
1357,1611
1364,1617
1370,1620
1376,1626
1382,1631
1386,1640
1389,1644
1396,1649
1399,1656
1403,1660
1411,1665
1414,1674
1417,1678
1423,1683
1427,1689
1436,1693
1442,1698
1446,1704
1450,1708
1455,1713
1461,1721
1464,1725
1474,1730
1478,1738
1481,1742
1487,1747
1492,1751
1495,1759
1500,1762
1503,1766
1508,1771
1513,1775
1518,1778
1522,1784
1527,1788
1533,1791
1537,1794
1541,1801
1546,1805
1552,1809
1556,1818
1563,1822
1568,1828
1571,1837
1579,1841
1583,1850
1591,1853
1594,1861
1598,1865
1606,1872
1612,1881
1618,1885
1621,1895
1627,1898
1632,1904
1641,1909
1645,1913
1650,1918
1657,1926
1661,1929
1666,1933
1675,1940
1679,1944
1684,1949
1690,1954
1694,1957
1699,1965
1705,1971
1709,1979
1714,1983
1722,1987
1726,1999
1731,2002
1739,2008
1743,2014
1748,2017
1752,2021
1760,2026
1763,2034
1767,2040
1772,2044
1776,2049
1779,2056
1785,2060
1789,2066
1792,2072
1795,2076
1802,2080
1806,2089
1810,2093
1819,2098
1823,2104
1829,2108
1838,2113
1842,2117
1851,2127
1854,2130
1862,2134
1866,2146
1873,2153
1882,2157
1886,2163
1896,2168
1899,2174
1905,2180
1910,2185
1914,2188
1919,2192
1927,2197
1930,2207
1934,2212
1941,2218
1945,2222
1950,2228
1955,2233
1958,2238
1966,2243
1972,2247
1980,2253
1984,2257
1988,2261
2000,2270
2003,2273
2009,2279
2015,2285
2018,2290
2022,2296
2027,2300
2035,2304
2041,2309
2045,2315
2050,2323
2057,2331
2061,2335
2067,2342
2073,2345
2077,2349
2081,2358
2090,2363
2094,2367
2099,2372
2105,2376
2109,2383
2114,2388
2118,2394
2128,2397
2131,2403
2135,2407
2147,2412
2154,2417
2158,2421
2164,2428
2169,2432
2175,2438
2181,2444
2186,2447
2189,2450
2193,2454
2198,2460
2208,2469
2213,2473
2219,2478
2223,2482
2229,2485
2234,2490
2239,2499
2244,2503
2248,2509
2254,2515
2258,2518
2262,2521
2271,2529
2274,2533
2280,2537
2286,2545
2291,2548
2297,2552
2301,2560
2305,2566
2310,2572
2316,2575
2324,2581
2332,2586
2336,2595
2343,2600
2346,2603
2350,2606
2359,2610
2364,2613
2368,2620
2373,2623
2377,2627
2384,2631
2389,2636
2395,2639
2398,2644
2404,2647
2408,2651
2413,2654
2418,2658
2422,2663
2429,2666
2433,2673
