0,208,1
98,317,2
209,422,4
318,527,5
423,629,6
528,752,7
630,869,8
753,979,10
870,1089,11
980,1197,12
1090,1304,13
1198,1407,15
1305,1526,16
1408,1634,17
1527,1735,18
1635,1859,19
1736,1971,20
1860,2074,22
1972,2172,24
2075,2280,26
2173,2402,27
2281,2505,28
2403,2613,30
2506,2714,31
