0,205,1
104,298,1
206,390,2
299,508,2
391,603,3
509,723,4
604,835,6
724,947,7
836,1048,8
948,1144,8
1049,1260,9
1145,1364,10
1261,1470,11
1365,1580,12
1471,1697,12
1581,1806,14
1698,1896,15
1807,2007,16
1897,2110,16
2008,2204,17
2111,2312,18
2205,2424,19
2313,2535,20
2425,2640,22
2536,2747,23
2641,2813,23
